Exoplanet,Host star,a,Ds,Dp,Diameter of planet in terms of Earth's diameter,Diameter of star in terms of Sun's diameter,Ds/Dp,d/Ds
K2-5 c,K2-5,,2.02,0.53,2.02,0.53,28.63183778,0
K2-5 c,K2-5,0.0775,1.64,0.46,1.64,0.46,30.60826469,18.10632965
K2-5 c,K2-5,0.0783,1.92,0.52,1.92,0.52,29.55471935,16.18247596
K2-50 b,K2-50,0.0705,1.59,0.55,1.59,0.55,37.74768219,13.7756779
K2-50 b,K2-50,,2.46,0.65,2.46,0.65,28.83387253,0
K2-50 b,K2-50,,2.29,0.63,2.29,0.63,30.02132056,0
K2-52 b,K2-52,0.054,18,2.19,18,2.19,13.27688931,2.649940954
K2-52 b,K2-52,,1.98,0.23,1.98,0.23,12.67615002,0
K2-52 b,K2-52,,16.6,2.07,16.6,2.07,13.60777069,0
K2-52 b,K2-52,0.0485,11.1,1.49,11.1,1.49,14.6483266,3.498178952
K2-53 b,K2-53,,,0.82,0,0.82,#DIV/0!,0
K2-53 b,K2-53,,2.34,0.71,2.34,0.71,33.1106126,0
K2-53 b,K2-53,0.0975,2.5,0.85,2.5,0.85,37.10253998,12.3274214
K2-53 b,K2-53,,2.47,0.72,2.47,0.72,31.80975088,0
K2-53 b,K2-53,0.098,2.6,0.81,2.6,0.81,33.99667125,13.00252235
K2-54 b,K2-54,0.0671,1.15,0.38,1.15,0.38,36.05873451,18.97690903
K2-55 b,K2-55,0.035,4.38,0.72,4.38,0.72,17.93837549,5.22422773
K2-55 b,K2-55,,,0.74,0,0.74,#DIV/0!,0
K2-55 b,K2-55,,4.43,0.65,4.43,0.65,16.0115861,0
K2-55 b,K2-55,,4.07,0.66,4.07,0.66,17.69596501,0
K2-55 b,K2-55,,,0.74,0,0.74,#DIV/0!,0
K2-55 b,K2-55,0.03486,3.82,0.63,3.82,0.63,17.99707437,5.946663793
K2-55 b,K2-55,,4.753,0.74,4.753,0.74,16.98981423,0
K2-57 b,K2-57,,2.53,0.68,2.53,0.68,29.33007113,0
K2-57 b,K2-57,0.0746,2.1,0.62,2.1,0.62,32.21789186,12.931047
K2-57 b,K2-57,,2.18,0.6,2.18,0.6,30.03443603,0
K2-58 b,K2-58,0.0692,2.68,0.86,2.68,0.86,35.01776162,8.647572173
K2-58 b,K2-58,,2.594,0.8,2.594,0.8,33.65462378,0
K2-58 b,K2-58,,2.62,0.76,2.62,0.76,31.65461426,0
K2-58 b,K2-58,,2.72,0.84,2.72,0.84,33.70040396,0
K2-58 b,K2-58,,,0.84,0,0.84,#DIV/0!,0
K2-58 c,K2-58,,1.625,0.8,1.625,0.8,53.72313481,0
K2-58 c,K2-58,,1.71,0.84,1.71,0.84,53.60532092,0
K2-58 c,K2-58,,1.64,0.76,1.64,0.76,50.57017644,0
K2-58 c,K2-58,0.035,1.62,0.86,1.62,0.86,57.93061798,4.373772053
K2-58 d,K2-58,,1.84,0.84,1.84,0.84,49.81798847,0
K2-58 d,K2-58,,1.752,0.8,1.752,0.8,49.82882082,0
K2-58 d,K2-58,0.1517,1.71,0.86,1.71,0.86,54.88163809,18.95717773
K2-58 d,K2-58,,1.78,0.76,1.78,0.76,46.59274684,0
K2-59 b,K2-59,0.1354,2.41,0.73,2.41,0.73,33.0544962,19.93344473
K2-59 b,K2-59,,2.69,0.73,2.69,0.73,29.6138795,0
K2-59 b,K2-59,,2.1,0.64,2.1,0.64,33.25717869,0
K2-59 c,K2-59,0.0905,2.3,0.73,2.3,0.73,34.63536341,13.32331424
K2-59 c,K2-59,,2.47,0.73,2.47,0.73,32.25155297,0
K2-59 c,K2-59,,2.08,0.64,2.08,0.64,33.57695926,0
K2-6 b,K2-6,0.1898,2.5,0.96,2.5,0.96,41.90404516,21.2476805
K2-6 b,K2-6,,2.44,0.86,2.44,0.86,38.46213161,0
K2-6 b,K2-6,0.1882,2.5,1.01,2.5,1.01,44.08654751,20.02556589
K2-6 b,K2-6,,2.312,0.86,2.312,0.86,40.59152298,0
K2-6 b,K2-6,,3.06,0.96,3.06,0.96,34.23533101,0
K2-60 b,K2-60,0.045,7.656,1.12,7.656,1.12,15.96396705,4.317984144
K2-60 b,K2-60,,14.067,1.45,14.067,1.45,11.24841263,0
K2-60 b,K2-60,,10.45,1.52,10.45,1.52,15.87274438,0
K2-60 b,K2-60,0.04179,9.9,1.47,9.9,1.47,16.20342655,3.05521367
K2-60 b,K2-60,,,1.45,0,1.45,#DIV/0!,0
K2-60 b,K2-60,,,1.45,0,1.45,#DIV/0!,0
K2-60 b,K2-60,,6.45,0.86,6.45,0.86,14.55001568,0
K2-61 b,K2-61,0.0392,2.48,1.36,2.48,1.36,59.84280642,3.097659736
K2-61 b,K2-61,,,1,0,1,#DIV/0!,0
K2-61 b,K2-61,,2.03,1.05,2.03,1.05,56.44402634,0
K2-61 b,K2-61,,1.94,0.95,1.94,0.95,53.43755758,0
K2-61 b,K2-61,,1.933,1.02,1.933,1.02,57.58283494,0
K2-62 b,K2-62,0.0636,2.14,0.73,2.14,0.73,37.22492329,9.363124705
K2-62 b,K2-62,,1.697,0.58,1.697,0.58,37.29674025,0
K2-62 b,K2-62,,2.18,0.69,2.18,0.69,34.53960144,0
K2-62 b,K2-62,,,0.7,0,0.7,#DIV/0!,0
K2-62 b,K2-62,,1.926,0.65,1.926,0.65,36.82831071,0
K2-62 c,K2-62,,1.891,0.65,1.891,0.65,37.50995581,0
K2-62 c,K2-62,,2.11,0.69,2.11,0.69,35.68546499,0
K2-62 c,K2-62,0.1148,2.14,0.73,2.14,0.73,37.22492329,16.90073453
K2-62 c,K2-62,,1.73,0.58,1.73,0.58,36.58529954,0
K2-63 b,K2-63,,2.89,1.27,2.89,1.27,47.95463645,0
K2-63 b,K2-63,,2.08,0.95,2.08,0.95,49.8407989,0
K2-63 b,K2-63,0.1627,3.22,1.63,3.22,1.63,55.24035456,10.72720304
K2-63 c,K2-63,,3.66,1.27,3.66,1.27,37.86581949,0
K2-63 c,K2-63,,2.99,0.95,2.99,0.95,34.6718601,0
K2-63 c,K2-63,0.189,3.9,1.63,3.9,1.63,45.60870299,12.46122541
K2-64 b,K2-64,,2.85,0.82,2.85,0.82,31.39740225,0
K2-64 b,K2-64,0.0619,2.07,0.73,2.07,0.73,38.48373712,9.112852504
K2-64 b,K2-64,,2.79,0.87,2.79,0.87,34.02826247,0
K2-64 b,K2-64,,,0.88,0,0.88,#DIV/0!,0
K2-65 b,K2-65,0.1014,1.58,0.84,1.58,0.84,58.0158853,12.97314347
K2-65 b,K2-65,,1.65,0.72,1.65,0.72,47.61823313,0
K2-65 b,K2-65,,1.382,0.67,1.382,0.67,52.90436236,0
K2-65 b,K2-65,,,,0,0,#DIV/0!,#DIV/0!
K2-65 b,K2-65,,1.47,0.72,1.47,0.72,53.44903719,0
K2-66 b,K2-66,0.05983,2.49,1.67,2.49,1.67,73.18833188,3.850251368
K2-66 b,K2-66,0.06069,2.49,1.71,2.49,1.71,74.94134582,3.814236162
K2-66 b,K2-66,,2.93,1.59,2.93,1.59,59.21806723,0
K2-68 b,K2-68,,1.828,0.7,1.828,0.7,41.78751768,0
K2-68 b,K2-68,,1.73,0.66,1.73,0.66,41.63154775,0
K2-68 b,K2-68,,2.01,0.72,2.01,0.72,39.08959436,0
K2-68 b,K2-68,0.0708,1.58,0.68,1.58,0.68,46.96524048,11.18950558
K2-69 b,K2-69,,3.07,0.61,3.07,0.61,21.68284095,0
K2-69 b,K2-69,,2.4,0.49,2.4,0.49,22.27971151,0
K2-69 b,K2-69,0.0591,2.32,0.49,2.32,0.49,23.04797742,12.96217716
K2-7 b,K2-7,0.1864,4.12,2.13,4.12,2.13,56.41662633,9.404871297
K2-7 b,K2-7,0.1814,2.67,0.96,2.67,0.96,39.23599734,20.3073195
K2-7 b,K2-7,,4.3,1.6,4.3,1.6,40.60469492,0
K2-70 b,K2-70,,2.69,0.78,2.69,0.78,31.64222741,0
K2-70 b,K2-70,,2.77,0.77,2.77,0.77,30.33441897,0
K2-70 b,K2-70,0.1112,2.89,0.93,2.89,0.93,35.11638732,12.85015573
K2-70 b,K2-70,,,0.79,0,0.79,#DIV/0!,0
K2-70 b,K2-70,,2.75,0.8,2.75,0.8,31.74548875,0
K2-71 b,K2-71,,3.32,0.57,3.32,0.57,18.73533645,0
K2-71 b,K2-71,0.0559,2.15,0.43,2.15,0.43,21.82502352,13.97107759
K2-72 b,K2-72,0.037,0.75,0.23,0.75,0.23,33.46503606,17.28862444
K2-72 b,K2-72,,1.54,0.43,1.54,0.43,30.47000037,0
K2-72 b,K2-72,0.04,1.08,0.33,1.08,0.33,33.34378593,13.02664577
K2-72 c,K2-72,0.078,1.16,0.33,1.16,0.33,31.04421449,25.40195925
K2-72 c,K2-72,0.0722,0.86,0.23,0.86,0.23,29.18462447,33.73618066
K2-72 d,K2-72,0.05,1.01,0.33,1.01,0.33,35.65474139,16.28330721
K2-72 d,K2-72,0.0461,0.73,0.23,0.73,0.23,34.38188636,21.54069153
K2-72 e,K2-72,0.098,0.82,0.23,0.82,0.23,30.60826469,45.79149175
K2-72 e,K2-72,0.106,1.29,0.33,1.29,0.33,27.91572776,34.52061129
K2-73 b,K2-73,,2.71,1.08,2.71,1.08,43.48897675,0
K2-73 b,K2-73,0.07619,2.45,1.06,2.45,1.06,47.21331618,7.724647324
K2-73 b,K2-73,,2.625,1.05,2.625,1.05,43.65004704,0
K2-73 b,K2-73,,,1.06,0,1.06,#DIV/0!,0
K2-73 b,K2-73,,4.74,1.77,4.74,1.77,40.74925277,0
K2-73 b,K2-73,,,1.06,0,1.06,#DIV/0!,0
K2-74 b,K2-74,,3.66,1.05,3.66,1.05,31.30638619,0
K2-74 b,K2-74,,2.959,1.09,2.959,1.09,40.19816768,0
K2-74 b,K2-74,,2.94,1.01,2.94,1.01,37.48856081,0
K2-74 b,K2-74,0.1402,2.31,0.98,2.31,0.98,46.29550443,15.37476513
K2-75 b,K2-75,,2.549,1.24,2.549,1.24,53.08558094,0
K2-75 b,K2-75,0.081,2.67,1.56,2.67,1.56,63.75849567,5.580164125
K2-75 b,K2-75,,3.08,1.49,3.08,1.49,52.79104715,0
K2-75 b,K2-75,,2.16,1.01,2.16,1.01,51.02609665,0
K2-75 c,K2-75,,2.31,1.01,2.31,1.01,47.71271375,0
K2-75 c,K2-75,0.1429,2.77,1.56,2.77,1.56,61.45674493,9.844511771
K2-75 c,K2-75,,3.16,1.49,3.16,1.49,51.45456494,0
K2-75 c,K2-75,,2.626,1.24,2.626,1.24,51.52899688,0
K2-77 b,K2-77,,2.498,0.78,2.498,0.78,34.07429613,0
K2-77 b,K2-77,,,0.79,0,0.79,#DIV/0!,0
K2-77 b,K2-77,,2.53,0.78,2.53,0.78,33.64331689,0
K2-77 b,K2-77,,2.3,0.76,2.3,0.76,36.05873451,0
K2-77 b,K2-77,,2.414,0.79,2.414,0.79,35.71203103,0
K2-77 b,K2-77,0.076,2.47,0.83,2.47,0.83,36.66957393,9.840610719
K2-79 b,K2-79,,4.05,1.25,4.05,1.25,33.68059185,0
K2-79 b,K2-79,,3.147,1.04,3.147,1.04,36.06295592,0
K2-79 b,K2-79,0.0987,3.69,1.28,3.69,1.28,37.85369933,8.286931237
K2-79 b,K2-79,,4.55,1.37,4.55,1.37,32.85745299,0
K2-8 b,K2-8,,,0.77,0,0.77,#DIV/0!,0
K2-8 b,K2-8,,2.86,0.71,2.86,0.71,27.09050122,0
K2-8 b,K2-8,0.0856,3.58,0.74,3.58,0.74,22.55658855,12.43164492
K2-8 b,K2-8,0.0856,2.97,0.74,2.97,0.74,27.18942324,12.43164492
K2-8 b,K2-8,,3.09,0.73,3.09,0.73,25.78036759,0
K2-8 b,K2-8,0.0877,3.32,0.8,3.32,0.8,26.29520906,11.78137985
K2-8 c,K2-8,,2.31,,2.31,0,0,#DIV/0!
K2-8 c,K2-8,0.0532,2.41,0.74,2.41,0.74,33.50729752,7.726209226
K2-8 c,K2-8,,2.46,0.73,2.46,0.73,32.38265685,0
K2-8 c,K2-8,,2.32,0.71,2.32,0.71,33.39604892,0
K2-8 c,K2-8,0.0545,2.44,0.8,2.44,0.8,35.77872708,7.321382004
K2-80 b,K2-80,0.135,2.01,0.87,2.01,0.87,47.23325985,16.67635256
K2-80 b,K2-80,,2.03,0.79,2.03,0.79,42.46741029,0
K2-80 b,K2-80,,2.113,0.84,2.113,0.84,43.38149493,0
K2-80 c,K2-80,0.0596,1.47,0.87,1.47,0.87,64.58425327,7.362300832
K2-80 c,K2-80,,1.489,0.84,1.489,0.84,61.56151698,0
K2-80 c,K2-80,,1.41,0.79,1.41,0.79,61.14102333,0
K2-80 d,K2-80,,2.39,0.79,2.39,0.79,36.07064556,0
K2-80 d,K2-80,,2.552,0.84,2.552,0.84,35.91892585,0
K2-81 b,K2-81,,2.38,0.7,2.38,0.7,32.09562282,0
K2-81 b,K2-81,0.059,1.97,0.63,1.97,0.63,34.89788025,10.06463465
K2-81 b,K2-81,,,0.76,0,0.76,#DIV/0!,0
K2-81 b,K2-81,0.0579,1.82,0.63,1.82,0.63,37.77407917,9.876988916
K2-83 b,K2-83,0.03014,1.244,0.42,1.244,0.42,36.84288536,7.712239532
K2-83 b,K2-83,,1.36,0.42,1.36,0.42,33.70040396,0
K2-83 b,K2-83,0.032,1.71,0.55,1.71,0.55,35.09872203,6.252789969
K2-83 c,K2-83,0.07131,1.483,0.42,1.483,0.42,30.90529291,18.24684144
K2-83 c,K2-83,,1.7,0.42,1.7,0.42,26.96032317,0
K2-83 c,K2-83,0.076,2.11,0.55,2.11,0.55,28.44493587,14.85037618
K2-83 c,K2-83,,,0.56,0,0.56,#DIV/0!,0
K2-84 b,K2-84,0.0665,2.41,0.93,2.41,0.93,42.11052256,7.684670467
K2-84 b,K2-84,,2.51,0.84,2.51,0.84,36.51995967,0
K2-84 c,K2-84,0.1768,2.03,0.93,2.03,0.93,49.99328047,20.43082314
K2-84 c,K2-84,,2.16,0.84,2.16,0.84,42.43754573,0
K2-85 b,K2-85,,1.4,0.71,1.4,0.71,55.34202392,0
K2-85 b,K2-85,,1.36,0.67,1.36,0.67,53.76016823,0
K2-85 b,K2-85,,1.2,0.68,1.2,0.68,61.83756664,0
K2-85 b,K2-85,0.013,1.37,0.68,1.37,0.68,54.16429194,2.054570233
K2-85 b,K2-85,0.01263,1.01,0.51,1.01,0.51,55.10278215,2.661458671
K2-85 b,K2-85,,1.276,0.65,1.276,0.65,55.58881382,0
K2-85 b,K2-85,,,0.73,0,0.73,#DIV/0!,0
K2-86 b,K2-86,,1.975,0.72,1.975,0.72,39.78232135,0
K2-86 b,K2-86,0.077,1.96,0.76,1.96,0.76,42.31382111,10.88839043
K2-86 b,K2-86,,5.1,0.8,5.1,0.8,17.1176655,0
K2-87 b,K2-87,0.0876,4.6,0.93,4.6,0.93,22.06225203,10.1229644
K2-87 b,K2-87,0.094,7.6,1.4,7.6,1.4,20.10199535,7.215831281
K2-87 b,K2-87,,8.42,1.51,8.42,1.51,19.56994389,0
K2-87 b,K2-87,,6.831,1.45,6.831,1.45,23.1637272,0
K2-88 b,K2-88,0.0345,1.23,0.26,1.23,0.26,23.06709803,14.26041943
K2-88 b,K2-88,0.042,2.3,0.46,2.3,0.46,21.82502352,9.812462519
K2-88 b,K2-88,,1.27,0.26,1.27,0.26,22.34057525,0
K2-89 b,K2-89,0.01462,0.615,0.32,0.615,0.32,56.78054899,4.910027748
K2-89 b,K2-89,,0.617,0.32,0.617,0.32,56.59649535,0
K2-89 b,K2-89,0.017,1.08,0.54,1.08,0.54,54.5625588,3.383309387
K2-9 b,K2-9,0.091,2.25,0.31,2.25,0.31,15.0350162,31.54759455
K2-9 b,K2-9,,3.33,0.52,3.33,0.52,17.0405589,0
K2-9 b,K2-9,0.1098,5.6,0.47,5.6,0.47,9.158715226,25.106781
K2-9 b,K2-9,,3.09,0.47,3.09,0.47,16.59831886,0
K2-9 b,K2-9,0.0848,1.6,0.25,1.6,0.25,17.05079962,36.45376552
K2-90 b,K2-90,,,0.65,0,0.65,#DIV/0!,0
K2-90 b,K2-90,0.096,2.6,0.62,2.6,0.62,26.02214343,16.64048943
K2-90 b,K2-90,0.1,2.53,0.63,2.53,0.63,27.17344825,17.05870279
K2-90 b,K2-90,0.0926,2.04,0.49,2.04,0.49,26.2114253,20.30960415
K2-90 b,K2-90,,2.64,0.65,2.64,0.65,26.86792668,0
K2-90 c,K2-90,0.035,1.3,0.63,1.3,0.63,52.88371083,5.970545977
K2-90 c,K2-90,0.0328,1.02,0.49,1.02,0.49,52.42285061,7.193898663
K2-90 c,K2-90,,1.36,0.65,1.36,0.65,52.15538708,0
K2-91 b,K2-91,,,0.36,0,0.36,#DIV/0!,0
K2-91 b,K2-91,0.018,1.22,0.32,1.22,0.32,28.62298166,6.045177802
K2-91 b,K2-91,0.0164,1.1,0.28,1.1,0.28,27.77730266,6.29466133
K2-91 b,K2-91,,1.18,0.28,1.18,0.28,25.8940957,0
K2-95 b,K2-95,,14.8,0.43,14.8,0.43,3.170527065,0
K2-95 b,K2-95,,1.76,0.23,1.76,0.23,14.26066878,0
K2-95 b,K2-95,0.0525,3.31,0.4,3.31,0.4,13.18732539,14.10541487
K2-95 b,K2-95,,3.7,0.44,3.7,0.44,12.97704101,0
K2-95 b,K2-95,0.0653,3.47,0.4,3.47,0.4,12.57926428,17.54444935
K2-95 b,K2-95,0.0696,3.88,0.42,3.88,0.42,11.81251273,17.80928571
K2-95 b,K2-95,,,0.41,0,0.41,#DIV/0!,0
K2-95 b,K2-95,,1.92,0.23,1.92,0.23,13.07227971,0
K2-97 b,K2-97,0.086,10.61,4.47,10.61,4.47,45.97448404,2.067652164
K2-97 b,K2-97,,11.5,4.79,11.5,4.79,45.45298376,0
K2-97 b,K2-97,,10.88,4.09,10.88,4.09,41.02221792,0
K2-97 b,K2-97,,9.946,4.71,9.946,4.71,51.67698611,0
K2-97 b,K2-97,,,4.71,0,4.71,#DIV/0!,0
K2-97 b,K2-97,,14.684,4.2,14.684,4.2,31.2125779,0
K2-97 b,K2-97,,14.684,4.2,14.684,4.2,31.2125779,0
K2-97 b,K2-97,,8.043,2.95,8.043,2.95,40.02475406,0
K2-97 b,K2-97,0.081,14.684,4.2,14.684,4.2,31.2125779,2.072632389
K2-98 b,K2-98,,5.008,1.51,5.008,1.51,32.90314049,0
K2-98 b,K2-98,0.0974,5.2,1.57,5.2,1.57,32.94739127,6.667236438
K2-98 b,K2-98,0.0943,4.3,1.31,4.3,1.31,33.24509396,7.736186825
K2-98 b,K2-98,,4.851,1.51,4.851,1.51,33.96803289,0
K2-98 b,K2-98,,4.5,1.39,4.5,1.39,33.70753632,0
K2-98 b,K2-98,,,1.51,0,1.51,#DIV/0!,0
K2-98 b,K2-98,,,1.51,0,1.51,#DIV/0!,0
K2-98 b,K2-98,,4.6,1.37,4.6,1.37,32.50030676,0
K2-99 b,K2-99,,8.3,1.98,8.3,1.98,26.03225697,0
K2-99 b,K2-99,,,2.73,0,2.73,#DIV/0!,0
K2-99 b,K2-99,,10.536,2.28,10.536,2.28,23.61477488,0
K2-99 b,K2-99,,12.48,2.71,12.48,2.71,23.69623948,0
K2-99 b,K2-99,0.159,14.46,3.1,14.46,3.1,23.39473475,5.512162125
K2-99 b,K2-99,0.1597,11.73,2.63,11.73,2.63,24.46709798,6.525829455
KELT-1 b,KELT-1,,,1.46,0,1.46,#DIV/0!,0
KELT-1 b,KELT-1,,,1.46,0,1.46,#DIV/0!,0
KELT-1 b,KELT-1,,,1.46,0,1.46,#DIV/0!,0
KELT-1 b,KELT-1,,12.138,1.46,12.138,1.46,13.12594099,0
KELT-1 b,KELT-1,,,1.46,0,1.46,#DIV/0!,0
KELT-1 b,KELT-1,0.02466,12.442,1.46,12.442,1.46,12.80523,1.815209554
KELT-10 b,KELT-10,,,,0,0,#DIV/0!,#DIV/0!
KELT-10 b,KELT-10,0.0525,15.681,1.21,15.681,1.21,8.420470141,4.662947065
KELT-11 b,KELT-11,0.0625,,2.79,0,2.79,#DIV/0!,2.407478217
KELT-11 b,KELT-11,,13.693,2.72,13.693,2.72,21.67679251,0
KELT-11 b,KELT-11,,,2.79,0,2.79,#DIV/0!,0
KELT-11 b,KELT-11,,,,0,0,#DIV/0!,#DIV/0!
KELT-11 b,KELT-11,,,2.69,0,2.69,#DIV/0!,0
KELT-11 b,KELT-11,0.0626,,2.83,0,2.83,#DIV/0!,2.377247776
KELT-11 b,KELT-11,0.06229,15.356,2.72,15.356,2.72,19.32927324,2.461138074
KELT-11 b,KELT-11,,15.132,2.69,15.132,2.69,19.39905937,0
KELT-12 b,KELT-12,,17.569,2.16,17.569,2.16,13.41625898,0
KELT-12 b,KELT-12,0.06708,19.952,2.37,19.952,2.37,12.96243628,3.041804234
KELT-12 b,KELT-12,,,2.37,0,2.37,#DIV/0!,0
KELT-14 b,KELT-14,,,1.52,0,1.52,#DIV/0!,0
KELT-14 b,KELT-14,0.03005,19.537,1.52,19.537,1.52,8.49005368,2.12465021
KELT-14 b,KELT-14,,17.219,1.51,17.219,1.51,9.569599138,0
KELT-14 b,KELT-14,,,,0,0,#DIV/0!,#DIV/0!
KELT-14 b,KELT-14,0.02956,17.038,1.37,17.038,1.37,8.774586871,2.318838032
KELT-15 b,KELT-15,,,,0,0,#DIV/0!,#DIV/0!
KELT-15 b,KELT-15,0.04613,16.175,1.48,16.175,1.48,9.984863928,3.349718342
KELT-15 b,KELT-15,,19.504,1.78,19.504,1.78,9.959121683,0
KELT-15 b,KELT-15,,,1.48,0,1.48,#DIV/0!,0
KELT-15 b,KELT-15,,16.027,1.52,16.027,1.52,10.34942152,0
KELT-16 b,KELT-16,,17.85,1.41,17.85,1.41,8.619967272,0
KELT-16 b,KELT-16,,,1.36,0,1.36,#DIV/0!,0
KELT-16 b,KELT-16,0.02044,15.861,1.36,15.861,1.36,9.356923266,1.615208291
KELT-16 b,KELT-16,,,,0,0,#DIV/0!,#DIV/0!
KELT-17 b,KELT-17,,,,0,0,#DIV/0!,#DIV/0!
KELT-17 b,KELT-17,,17.534,1.7,17.534,1.7,10.58016995,0
KELT-17 b,KELT-17,0.04881,17.094,1.65,17.094,1.65,10.53331251,3.1791529
KELT-18 b,KELT-18,,18.326,1.91,18.326,1.91,11.37340252,0
KELT-18 b,KELT-18,,,1.91,0,1.91,#DIV/0!,0
KELT-18 b,KELT-18,,,1.91,0,1.91,#DIV/0!,0
KELT-18 b,KELT-18,,,,0,0,#DIV/0!,#DIV/0!
KELT-18 b,KELT-18,0.0455,17.598,1.91,17.598,1.91,11.84390127,2.560145107
KELT-19 A b,KELT-19 A,0.0637,21.409,1.83,21.409,1.83,9.327804437,3.740889627
KELT-19 A b,KELT-19 A,,,,0,0,#DIV/0!,#DIV/0!
KELT-19 A b,KELT-19 A,,18.796,1.67,18.796,1.67,9.695623876,0
KELT-2 A b,KELT-2 A,,15.132,1.93,15.132,1.93,13.91828423,0
KELT-2 A b,KELT-2 A,,14.585,1.88,14.585,1.88,14.06617902,0
KELT-2 A b,KELT-2 A,0.05496,14.415,1.83,14.415,1.83,13.85355291,3.227618428
KELT-2 A b,KELT-2 A,0.05497,14.46,1.83,14.46,1.83,13.81044019,3.228205695
KELT-20 b,KELT-20,,,1.56,0,1.56,#DIV/0!,0
KELT-20 b,KELT-20,,,,0,0,#DIV/0!,#DIV/0!
KELT-20 b,KELT-20,0.057,20.512,1.6,20.512,1.6,8.512099656,3.828612608
KELT-20 b,KELT-20,0.0542,19.515,1.56,19.515,1.56,8.723299177,3.733887599
KELT-20 b,KELT-20,,20.583,1.62,20.583,1.62,8.588771826,0
KELT-21 b,KELT-21,,18.367,1.71,18.367,1.71,10.15974035,0
KELT-21 b,KELT-21,,,,0,0,#DIV/0!,#DIV/0!
KELT-21 b,KELT-21,0.05224,17.777,1.64,17.777,1.64,10.06723254,3.423307191
KELT-23 A b,KELT-23 A,,,,0,0,#DIV/0!,#DIV/0!
KELT-23 A b,KELT-23 A,,,0.96,0,0.96,#DIV/0!,0
KELT-23 A b,KELT-23 A,0.03302,14.83,1,14.83,1,7.358403074,3.548653707
KELT-23 A b,KELT-23 A,,14.761,0.96,14.761,0.96,7.097087791,0
KELT-24 b,KELT-24,,,1.51,0,1.51,#DIV/0!,0
KELT-24 b,KELT-24,0.067,15.244,1.52,15.244,1.52,10.88101409,4.737156874
KELT-24 b,KELT-24,,15.62,1.55,15.62,1.55,10.82867684,0
KELT-24 b,KELT-24,0.06969,14.258,1.51,14.258,1.51,11.5569454,4.959981645
KELT-24 b,KELT-24,,,,0,0,#DIV/0!,#DIV/0!
KELT-24 b,KELT-24,,,1.55,0,1.55,#DIV/0!,0
KELT-3 b,KELT-3,,,1.47,0,1.47,#DIV/0!,0
KELT-3 b,KELT-3,,16.72,1.61,16.72,1.61,10.5078612,0
KELT-3 b,KELT-3,,,1.61,0,1.61,#DIV/0!,0
KELT-3 b,KELT-3,0.04123,15.076,1.47,15.076,1.47,10.64035042,3.014272783
KELT-3 b,KELT-3,0.04122,15.076,1.47,15.076,1.47,10.64035042,3.013541696
KELT-3 b,KELT-3,,,,0,0,#DIV/0!,#DIV/0!
KELT-3 b,KELT-3,,17.486,1.7,17.486,1.7,10.60921308,0
KELT-4 A b,KELT-4 A,0.04317,19.044,1.6,19.044,1.6,9.168251846,2.899670286
KELT-4 A b,KELT-4 A,,,,0,0,#DIV/0!,#DIV/0!
KELT-4 A b,KELT-4 A,,18.818,1.61,18.818,1.61,9.336350267,0
KELT-6 b,KELT-6,0.07939,13.372,1.58,13.372,1.58,12.89393403,5.400018742
KELT-6 b,KELT-6,,,,0,0,#DIV/0!,#DIV/0!
KELT-6 b,KELT-6,0.0804,13.227,1.53,13.227,1.53,12.62277387,5.647434077
KELT-6 b,KELT-6,,14.287,1.65,14.287,1.65,12.60281683,0
KELT-6 b,KELT-6,0.08,13.227,1.53,13.227,1.53,12.62277387,5.61933739
KELT-6 b,KELT-6,,14.572,1.73,14.572,1.73,12.95542502,0
KELT-6 c,KELT-6,2.39,,1.53,0,1.53,#DIV/0!,167.8777045
KELT-7 b,KELT-7,,,,0,0,#DIV/0!,#DIV/0!
KELT-7 b,KELT-7,,,1.73,0,1.73,#DIV/0!,0
KELT-7 b,KELT-7,,17.662,1.77,17.662,1.77,10.93599016,0
KELT-7 b,KELT-7,,,,0,0,#DIV/0!,#DIV/0!
KELT-7 b,KELT-7,0.04415,17.183,1.73,17.183,1.73,10.98681566,2.742654849
KELT-7 b,KELT-7,,17.934,1.81,17.934,1.81,11.01351973,0
KELT-7 b,KELT-7,,,1.81,0,1.81,#DIV/0!,0
KELT-8 b,KELT-8,0.0455,20.849,1.67,20.849,1.67,8.740896272,2.928070153
KELT-8 b,KELT-8,,16.594,1.39,16.594,1.39,9.140889084,0
KELT-8 b,KELT-8,,,1.39,0,1.39,#DIV/0!,0
KELT-8 b,KELT-8,,,,0,0,#DIV/0!,#DIV/0!
KELT-8 b,KELT-8,,18.159,1.46,18.159,1.46,8.773758009,0
KELT-8 b,KELT-8,,,1.46,0,1.46,#DIV/0!,0
KELT-8 b,KELT-8,0.04571,20.849,1.67,20.849,1.67,8.740896272,2.941584323
KELT-9 b,KELT-9,,19.986,2.18,19.986,2.18,11.9029699,0
KELT-9 b,KELT-9,0.03462,21.196,2.36,21.196,2.36,12.15018294,1.576527725
KELT-9 b,KELT-9,,20.317,2.29,20.317,2.29,12.29987298,0
KELT-9 b,KELT-9,,,,0,0,#DIV/0!,#DIV/0!
KIC 10001893 b,KIC 10001893,,,,0,0,#DIV/0!,#DIV/0!
KIC 10001893 c,KIC 10001893,,,,0,0,#DIV/0!,#DIV/0!
KIC 10001893 d,KIC 10001893,,,,0,0,#DIV/0!,#DIV/0!
